match,teams,score,ht_score,date,formations,players
38669,"['Bournemouth', 'Spurs']","['1', '0']","['0', '0']",Sat 4 May 2019,"['4-4-1-1', '4-2-3-1']","[['Mark Travers', 'Goalkeeper', '50453'], ['Nathaniel Clyne', 'Defender', '4604'], ['Adam Smith', 'Defender', '3512'], ['Jack Simpson', 'Defender', '13193'], ['Steve Cook', 'Defender', '8045'], ['Ryan Fraser', 'Midfielder', '8052'], ['Jefferson Lerma', 'Midfielder', '37776'], ['Joshua King', 'Midfielder', '3926'], ['Nathan Aké', 'Midfielder', '4499'], ['Callum Wilson', 'Forward', '8454'], ['Jordon Ibe', 'Forward', '4527'], ['Hugo Lloris', 'Goalkeeper', '4664'], ['Kieran Trippier', 'Defender', '3905'], ['Danny Rose', 'Defender', '3507'], ['Toby Alderweireld', 'Defender', '4916'], ['Davinson Sánchez', 'Defender', '20224'], ['Christian Eriksen', 'Midfielder', '4845'], ['Son Heung-Min', 'Midfielder', '4999'], ['Dele Alli', 'Midfielder', '9167'], ['Eric Dier', 'Midfielder', '4112'], ['Moussa Sissoko', 'Midfielder', '4549'], ['Lucas Moura', 'Forward', '5762']]"
38670,"['Cardiff', 'Crystal Palace']","['2', '3']","['1', '2']",Sat 4 May 2019,"['4-4-1-1', '4-4-2']","[['Neil Etheridge', 'Goalkeeper', '4120'], ['Lee Peltier', 'Defender', '3138'], ['Joe Bennett', 'Defender', '3672'], ['Sean Morrison', 'Defender', '4577'], ['Bruno Ecuele Manga', 'Defender', '10633'], ['Víctor Camarasa', 'Midfielder', '22952'], ['Josh Murphy', 'Midfielder', '4561'], ['Aron Gunnarsson', 'Midfielder', '4736'], ['Nathaniel Méndez-Laing', 'Midfielder', '4006'], ['Bobby De Cordova-Reid', 'Forward', '8192'], ['Danny Ward', 'Forward', '3831'], ['Vicente Guaita', 'Goalkeeper', '7548'], ['Scott Dann', 'Defender', '3807'], ['Joel Ward', 'Defender', '3929'], ['Martin Kelly', 'Defender', '3644'], ['Aaron Wan-Bissaka', 'Defender', '14164'], ['James McArthur', 'Midfielder', '4224'], ['Andros Townsend', 'Midfielder', '3724'], ['Luka Milivojevic', 'Midfielder', '5859'], ['Wilfried Zaha', 'Midfielder', '4539'], ['Jordan Ayew', 'Forward', '5595'], ['Michy Batshuayi', 'Forward', '7450']]"
38671,"['Chelsea', 'Watford']","['3', '0']","['0', '0']",Sun 5 May 2019,"['4-3-3', '4-2-2-2']","[['Kepa', 'Goalkeeper', '11373'], ['Marcos Alonso', 'Defender', '4093'], ['César Azpilicueta', 'Defender', '4496'], ['David Luiz', 'Defender', '4100'], ['Andreas Christensen', 'Defender', '4495'], ['Jorginho', 'Midfielder', '5682'], [""N'Golo Kanté"", 'Midfielder', '13492'], ['Mateo Kovacic', 'Midfielder', '12520'], ['Gonzalo Higuaín', 'Forward', '5698'], ['Eden Hazard', 'Forward', '4503'], ['Pedro', 'Forward', '4972'], ['Ben Foster', 'Goalkeeper', '2932'], ['Craig Cathcart', 'Defender', '3160'], ['José Holebas', 'Defender', '5713'], ['Kiko Femenía', 'Defender', '22546'], ['Adrian Mariappa', 'Defender', '3251'], ['Will Hughes', 'Midfielder', '8589'], ['Roberto Pereyra', 'Midfielder', '11213'], ['Abdoulaye Doucouré', 'Midfielder', '13823'], ['Nathaniel Chalobah', 'Midfielder', '4105'], ['Gerard Deulofeu', 'Forward', '4777'], ['Troy Deeney', 'Forward', '9947']]"
38672,"['Everton', 'Burnley']","['2', '0']","['2', '0']",Fri 3 May 2019,"['4-2-3-1', '4-4-2']","[['Jordan Pickford', 'Goalkeeper', '4640'], ['Michael Keane', 'Defender', '4333'], ['Séamus Coleman', 'Defender', '3600'], ['Lucas Digne', 'Defender', '5758'], ['Kurt Zouma', 'Defender', '5175'], ['Gylfi Sigurdsson', 'Midfielder', '4421'], ['Richarlison', 'Midfielder', '24630'], ['Morgan Schneiderlin', 'Midfielder', '4615'], ['Bernard', 'Midfielder', '5907'], ['Idrissa Gueye', 'Midfielder', '12582'], ['Dominic Calvert-Lewin', 'Forward', '9576'], ['Tom Heaton', 'Goalkeeper', '2933'], ['Matthew Lowton', 'Defender', '4487'], ['Ben Mee', 'Defender', '3909'], ['James Tarkowski', 'Defender', '8143'], ['Charlie Taylor', 'Defender', '8691'], ['Jóhann Gudmundsson', 'Midfielder', '6210'], ['Ashley Westwood', 'Midfielder', '4489'], ['Jack Cork', 'Midfielder', '2889'], ['Robert Brady', 'Midfielder', '4158'], ['Chris Wood', 'Forward', '3756'], ['Ashley Barnes', 'Forward', '8246']]"
38673,"['Huddersfield', 'Man Utd']","['1', '1']","['0', '1']",Sun 5 May 2019,"['4-3-3', '4-3-1-2']","[['Jonas Lössl', 'Goalkeeper', '12444'], ['Erik Durm', 'Defender', '5097'], ['Christopher Schindler', 'Defender', '19607'], ['Chris Löwe', 'Defender', '19608'], ['Terence Kongolo', 'Defender', '12359'], ['Juninho Bacuna', 'Midfielder', '15687'], ['Jonathan Hogg', 'Midfielder', '3801'], ['Aaron Mooy', 'Midfielder', '19619'], ['Alex Pritchard', 'Forward', '4433'], ['Karlan Grant', 'Forward', '10654'], ['Isaac Mbenza', 'Forward', '20646'], ['David de Gea', 'Goalkeeper', '4330'], ['Phil Jones', 'Defender', '3820'], ['Victor Lindelöf', 'Defender', '5066'], ['Luke Shaw', 'Defender', '4608'], ['Ashley Young', 'Defender', '3062'], ['Paul Pogba', 'Midfielder', '3920'], ['Juan Mata', 'Midfielder', '4287'], ['Nemanja Matic', 'Midfielder', '3861'], ['Scott McTominay', 'Midfielder', '14824'], ['Alexis Sánchez', 'Forward', '4973'], ['Marcus Rashford', 'Forward', '13565']]"
38674,"['Man City', 'Leicester']","['1', '0']","['0', '0']",Mon 6 May 2019,"['4-3-3', '4-5-1']","[['Ederson', 'Goalkeeper', '12707'], ['Oleksandr Zinchenko', 'Defender', '19620'], ['Aymeric Laporte', 'Defender', '11044'], ['Vincent Kompany', 'Defender', '3653'], ['Kyle Walker', 'Defender', '3955'], ['Phil Foden', 'Midfielder', '14805'], ['David Silva', 'Midfielder', '4145'], ['Ilkay Gündogan', 'Midfielder', '5101'], ['Raheem Sterling', 'Forward', '4316'], ['Sergio Agüero', 'Forward', '4328'], ['Bernardo Silva', 'Forward', '5067'], ['Kasper Schmeichel', 'Goalkeeper', '2508'], ['Ben Chilwell', 'Defender', '13491'], ['Harry Maguire', 'Defender', '9566'], ['Ricardo Pereira', 'Defender', '5343'], ['Jonny Evans', 'Defender', '3156'], ['James Maddison', 'Midfielder', '8456'], ['Hamza Choudhury', 'Midfielder', '13248'], ['Marc Albrighton', 'Midfielder', '3564'], ['Wilfred Ndidi', 'Midfielder', '20479'], ['Youri Tielemans', 'Midfielder', '5865'], ['Jamie Vardy', 'Forward', '8979']]"
38675,"['Newcastle', 'Liverpool']","['2', '3']","['1', '2']",Sat 4 May 2019,"['5-4-1', '4-3-3']","[['Martin Dúbravka', 'Goalkeeper', '6451'], ['Jamaal Lascelles', 'Defender', '9257'], ['Fabian Schär', 'Defender', '5220'], ['Javier Manquillo', 'Defender', '4918'], ['Matt Ritchie', 'Defender', '3934'], ['Paul Dummett', 'Defender', '4340'], ['Ayoze Pérez', 'Midfielder', '10487'], ['Christian Atsu', 'Midfielder', '4859'], ['Ki Sung-Yeung', 'Midfielder', '4656'], ['Isaac Hayden', 'Midfielder', '4713'], ['Salomón Rondón', 'Forward', '6030'], ['Alisson Becker', 'Goalkeeper', '20559'], ['Virgil van Dijk', 'Defender', '5140'], ['Andy Robertson', 'Defender', '10458'], ['Dejan Lovren', 'Defender', '4813'], ['Trent Alexander-Arnold', 'Defender', '14732'], ['Georginio Wijnaldum', 'Midfielder', '7114'], ['Jordan Henderson', 'Midfielder', '3712'], ['Fabinho', 'Midfielder', '11247'], ['Daniel Sturridge', 'Forward', '3154'], ['Mohamed Salah', 'Forward', '5178'], ['Sadio Mané', 'Forward', '6519']]"
38676,"['West Ham', 'Southampton']","['3', '0']","['1', '0']",Sat 4 May 2019,"['4-1-4-1', '4-4-2']","[['Lukasz Fabianski', 'Goalkeeper', '3309'], ['Issa Diop', 'Defender', '49884'], ['Fabián Balbuena', 'Defender', '32435'], ['Ryan Fredericks', 'Defender', '3958'], ['Arthur Masuaku', 'Defender', '11284'], ['Grady Diangana', 'Midfielder', '15199'], ['Pedro Obiang', 'Midfielder', '13871'], ['Mark Noble', 'Midfielder', '3014'], ['Michail Antonio', 'Midfielder', '9595'], ['Manuel Lanzini', 'Midfielder', '13872'], ['Marko Arnautovic', 'Forward', '4823'], ['Fraser Forster', 'Goalkeeper', '3170'], ['Yan Valery', 'Defender', '15011'], ['Ryan Bertrand', 'Defender', '2886'], ['Jan Bednarek', 'Defender', '19589'], ['Jack Stephens', 'Defender', '4612'], ['Stuart Armstrong', 'Midfielder', '12186'], ['Mohamed Elyounoussi', 'Midfielder', '15967'], ['Pierre-Emile Højbjerg', 'Midfielder', '5272'], ['Mario Lemina', 'Midfielder', '5583'], ['Shane Long', 'Forward', '3206'], ['Danny Ings', 'Forward', '8245']]"
38677,"['Wolves', 'Fulham']","['1', '0']","['0', '0']",Sat 4 May 2019,"['3-5-2', '5-3-2']","[['Rui Patrício', 'Goalkeeper', '11341'], ['Conor Coady', 'Defender', '4136'], ['Ryan Bennett', 'Defender', '4351'], ['Willy-Arnaud Boly', 'Defender', '16204'], ['Matt Doherty', 'Midfielder', '4229'], ['Rúben Neves', 'Midfielder', '11180'], ['João Moutinho', 'Midfielder', '11259'], ['Jonny Otto', 'Midfielder', '20277'], ['Leander Dendoncker', 'Midfielder', '5866'], ['Raúl Jiménez', 'Forward', '11071'], ['Diogo Jota', 'Forward', '19758'], ['Sergio Rico', 'Goalkeeper', '7213'], ['Cyrus Christie', 'Defender', '8438'], ['Tim Ream', 'Defender', '4276'], ['Ryan Sessegnon', 'Defender', '14656'], ['Maxime Le Marchand', 'Defender', '20503'], ['Joe Bryan', 'Defender', '8185'], ['Calum Chambers', 'Midfielder', '4620'], ['Tom Cairney', 'Midfielder', '3894'], ['Frank Anguissa', 'Midfielder', '32162'], ['Ryan Babel', 'Forward', '3413'], ['Aleksandar Mitrovic', 'Forward', '5879']]"
38678,"['Brighton', 'Man City']","['1', '4']","['1', '2']",Sun 12 May 2019,"['4-5-1', '4-4-1-1']","[['Mathew Ryan', 'Goalkeeper', '12192'], ['Lewis Dunk', 'Defender', '8163'], ['Bruno', 'Defender', '8162'], ['Bernardo', 'Defender', '23591'], ['Shane Duffy', 'Defender', '3601'], ['Yves Bissouma', 'Midfielder', '50245'], ['Pascal Groß', 'Midfielder', '22542'], ['Alireza Jahanbakhsh', 'Midfielder', '15480'], ['Beram Kayal', 'Midfielder', '5156'], ['Anthony Knockaert', 'Midfielder', '8982'], ['Glenn Murray', 'Forward', '4772'], ['Ederson', 'Goalkeeper', '12707'], ['Aymeric Laporte', 'Defender', '11044'], ['Kyle Walker', 'Defender', '3955'], ['Oleksandr Zinchenko', 'Defender', '19620'], ['Vincent Kompany', 'Defender', '3653'], ['Bernardo Silva', 'Midfielder', '5067'], ['Riyad Mahrez', 'Midfielder', '8983'], ['David Silva', 'Midfielder', '4145'], ['Ilkay Gündogan', 'Midfielder', '5101'], ['Sergio Agüero', 'Forward', '4328'], ['Raheem Sterling', 'Forward', '4316']]"
38679,"['Burnley', 'Arsenal']","['1', '3']","['0', '0']",Sun 12 May 2019,"['4-4-2', '4-2-3-1']","[['Tom Heaton', 'Goalkeeper', '2933'], ['Charlie Taylor', 'Defender', '8691'], ['Ben Mee', 'Defender', '3909'], ['Matthew Lowton', 'Defender', '4487'], ['James Tarkowski', 'Defender', '8143'], ['Ashley Westwood', 'Midfielder', '4489'], ['Jeff Hendrick', 'Midfielder', '8586'], ['Dwight McNeil', 'Midfielder', '24797'], ['Jack Cork', 'Midfielder', '2889'], ['Ashley Barnes', 'Forward', '8246'], ['Chris Wood', 'Forward', '3756'], ['Bernd Leno', 'Goalkeeper', '4985'], ['Konstantinos Mavropanos', 'Defender', '32638'], ['Shkodran Mustafi', 'Defender', '3869'], ['Stephan Lichtsteiner', 'Defender', '5520'], ['Nacho Monreal', 'Defender', '4472'], ['Joe Willock', 'Midfielder', '14446'], ['Henrikh Mkhitaryan', 'Midfielder', '5102'], ['Mattéo Guendouzi', 'Midfielder', '50512'], ['Alex Iwobi', 'Midfielder', '4717'], ['Mohamed Elneny', 'Midfielder', '5239'], ['Pierre-Emerick Aubameyang', 'Forward', '5110']]"
38680,"['Crystal Palace', 'Bournemouth']","['5', '3']","['3', '1']",Sun 12 May 2019,"['4-4-2', '4-4-1-1']","[['Vicente Guaita', 'Goalkeeper', '7548'], ['Joel Ward', 'Defender', '3929'], ['Martin Kelly', 'Defender', '3644'], ['Aaron Wan-Bissaka', 'Defender', '14164'], ['Patrick van Aanholt', 'Defender', '3362'], ['Luka Milivojevic', 'Midfielder', '5859'], ['James McArthur', 'Midfielder', '4224'], ['Andros Townsend', 'Midfielder', '3724'], ['Max Meyer', 'Midfielder', '5377'], ['Wilfried Zaha', 'Forward', '4539'], ['Michy Batshuayi', 'Forward', '7450'], ['Mark Travers', 'Goalkeeper', '50453'], ['Nathaniel Clyne', 'Defender', '4604'], ['Steve Cook', 'Defender', '8045'], ['Jack Simpson', 'Defender', '13193'], ['Adam Smith', 'Defender', '3512'], ['Ryan Fraser', 'Midfielder', '8052'], ['Jefferson Lerma', 'Midfielder', '37776'], ['Nathan Aké', 'Midfielder', '4499'], ['Jordon Ibe', 'Midfielder', '4527'], ['Joshua King', 'Forward', '3926'], ['Callum Wilson', 'Forward', '8454']]"
38681,"['Fulham', 'Newcastle']","['0', '4']","['0', '2']",Sun 12 May 2019,"['4-2-3-1', '5-4-1']","[['Sergio Rico', 'Goalkeeper', '7213'], ['Alfie Mawson', 'Defender', '9960'], ['Cyrus Christie', 'Defender', '8438'], ['Maxime Le Marchand', 'Defender', '20503'], ['Joe Bryan', 'Defender', '8185'], ['Tom Cairney', 'Midfielder', '3894'], ['Floyd Ayité', 'Midfielder', '19606'], ['Frank Anguissa', 'Midfielder', '32162'], ['Ryan Sessegnon', 'Midfielder', '14656'], ['Calum Chambers', 'Midfielder', '4620'], ['Aleksandar Mitrovic', 'Forward', '5879'], ['Martin Dúbravka', 'Goalkeeper', '6451'], ['Jamaal Lascelles', 'Defender', '9257'], ['Matt Ritchie', 'Defender', '3934'], ['Isaac Hayden', 'Defender', '4713'], ['Fabian Schär', 'Defender', '5220'], ['Paul Dummett', 'Defender', '4340'], ['Christian Atsu', 'Midfielder', '4859'], ['Mohamed Diamé', 'Midfielder', '3982'], ['Ayoze Pérez', 'Midfielder', '10487'], ['Jonjo Shelvey', 'Midfielder', '4135'], ['Salomón Rondón', 'Forward', '6030']]"
38682,"['Leicester', 'Chelsea']","['0', '0']","['0', '0']",Sun 12 May 2019,"['4-1-4-1', '4-3-3']","[['Kasper Schmeichel', 'Goalkeeper', '2508'], ['Ben Chilwell', 'Defender', '13491'], ['Ricardo Pereira', 'Defender', '5343'], ['Jonny Evans', 'Defender', '3156'], ['Harry Maguire', 'Defender', '9566'], ['Marc Albrighton', 'Midfielder', '3564'], ['Wilfred Ndidi', 'Midfielder', '20479'], ['James Maddison', 'Midfielder', '8456'], ['Youri Tielemans', 'Midfielder', '5865'], ['Hamza Choudhury', 'Midfielder', '13248'], ['Jamie Vardy', 'Forward', '8979'], ['Willy Caballero', 'Goalkeeper', '10466'], ['César Azpilicueta', 'Defender', '4496'], ['Marcos Alonso', 'Defender', '4093'], ['Davide Zappacosta', 'Defender', '25313'], ['David Luiz', 'Defender', '4100'], ['Jorginho', 'Midfielder', '5682'], ['Ruben Loftus-Cheek', 'Midfielder', '5179'], ['Ross Barkley', 'Midfielder', '4115'], ['Pedro', 'Forward', '4972'], ['Gonzalo Higuaín', 'Forward', '5698'], ['Willian', 'Forward', '4748']]"
38683,"['Liverpool', 'Wolves']","['2', '0']","['1', '0']",Sun 12 May 2019,"['4-3-3', '3-5-2']","[['Alisson Becker', 'Goalkeeper', '20559'], ['Andy Robertson', 'Defender', '10458'], ['Virgil van Dijk', 'Defender', '5140'], ['Trent Alexander-Arnold', 'Defender', '14732'], ['Joël Matip', 'Defender', '5375'], ['Jordan Henderson', 'Midfielder', '3712'], ['Fabinho', 'Midfielder', '11247'], ['Georginio Wijnaldum', 'Midfielder', '7114'], ['Mohamed Salah', 'Forward', '5178'], ['Divock Origi', 'Forward', '10465'], ['Sadio Mané', 'Forward', '6519'], ['Rui Patrício', 'Goalkeeper', '11341'], ['Ryan Bennett', 'Defender', '4351'], ['Conor Coady', 'Defender', '4136'], ['Willy-Arnaud Boly', 'Defender', '16204'], ['João Moutinho', 'Midfielder', '11259'], ['Rúben Neves', 'Midfielder', '11180'], ['Matt Doherty', 'Midfielder', '4229'], ['Leander Dendoncker', 'Midfielder', '5866'], ['Jonny Otto', 'Midfielder', '20277'], ['Diogo Jota', 'Forward', '19758'], ['Raúl Jiménez', 'Forward', '11071']]"
38684,"['Man Utd', 'Cardiff']","['0', '2']","['0', '1']",Sun 12 May 2019,"['4-3-1-2', '4-4-1-1']","[['David de Gea', 'Goalkeeper', '4330'], ['Diogo Dalot', 'Defender', '24252'], ['Ashley Young', 'Defender', '3062'], ['Chris Smalling', 'Defender', '3613'], ['Phil Jones', 'Defender', '3820'], ['Jesse Lingard', 'Midfielder', '4337'], ['Scott McTominay', 'Midfielder', '14824'], ['Andreas Pereira', 'Midfielder', '10476'], ['Paul Pogba', 'Midfielder', '3920'], ['Marcus Rashford', 'Forward', '13565'], ['Mason Greenwood', 'Forward', '25266'], ['Neil Etheridge', 'Goalkeeper', '4120'], ['Sean Morrison', 'Defender', '4577'], ['Joe Bennett', 'Defender', '3672'], ['Lee Peltier', 'Defender', '3138'], ['Bruno Ecuele Manga', 'Defender', '10633'], ['Aron Gunnarsson', 'Midfielder', '4736'], ['Leandro Bacuna', 'Midfielder', '4721'], ['Josh Murphy', 'Midfielder', '4561'], ['Nathaniel Méndez-Laing', 'Midfielder', '4006'], ['Kenneth Zohore', 'Forward', '6627'], ['Bobby De Cordova-Reid', 'Forward', '8192']]"
38685,"['Southampton', 'Huddersfield']","['1', '1']","['1', '0']",Sun 12 May 2019,"['4-4-2', '4-3-3']","[['Angus Gunn', 'Goalkeeper', '15269'], ['Yan Valery', 'Defender', '15011'], ['Jan Bednarek', 'Defender', '19589'], ['Jack Stephens', 'Defender', '4612'], ['Ryan Bertrand', 'Defender', '2886'], ['Nathan Redmond', 'Midfielder', '3811'], ['James Ward-Prowse', 'Midfielder', '4617'], ['Pierre-Emile Højbjerg', 'Midfielder', '5272'], ['Oriol Romeu', 'Midfielder', '4286'], ['Shane Long', 'Forward', '3206'], ['Danny Ings', 'Forward', '8245'], ['Joel Coleman', 'Goalkeeper', '9293'], ['Jon Gorenc Stankovic', 'Defender', '11134'], ['Christopher Schindler', 'Defender', '19607'], ['Terence Kongolo', 'Defender', '12359'], ['Tommy Smith', 'Defender', '8878'], ['Aaron Mooy', 'Midfielder', '19619'], ['Jonathan Hogg', 'Midfielder', '3801'], ['Juninho Bacuna', 'Midfielder', '15687'], ['Karlan Grant', 'Forward', '10654'], ['Alex Pritchard', 'Forward', '4433'], ['Isaac Mbenza', 'Forward', '20646']]"
38686,"['Spurs', 'Everton']","['2', '2']","['1', '0']",Sun 12 May 2019,"['4-2-3-1', '4-2-3-1']","[['Hugo Lloris', 'Goalkeeper', '4664'], ['Toby Alderweireld', 'Defender', '4916'], ['Ben Davies', 'Defender', '4408'], ['Eric Dier', 'Defender', '4112'], ['Kyle Walker-Peters', 'Defender', '13815'], ['Dele Alli', 'Midfielder', '9167'], ['Lucas Moura', 'Midfielder', '5762'], ['Érik Lamela', 'Midfielder', '4842'], ['Moussa Sissoko', 'Midfielder', '4549'], ['Christian Eriksen', 'Midfielder', '4845'], ['Fernando Llorente', 'Forward', '5551'], ['Jordan Pickford', 'Goalkeeper', '4640'], ['Michael Keane', 'Defender', '4333'], ['Kurt Zouma', 'Defender', '5175'], ['Yerry Mina', 'Defender', '32923'], ['Lucas Digne', 'Defender', '5758'], ['Theo Walcott', 'Midfielder', '2839'], ['Bernard', 'Midfielder', '5907'], ['Morgan Schneiderlin', 'Midfielder', '4615'], ['Gylfi Sigurdsson', 'Midfielder', '4421'], ['Idrissa Gueye', 'Midfielder', '12582'], ['Cenk Tosun', 'Forward', '12114']]"
38687,"['Watford', 'West Ham']","['1', '4']","['0', '2']",Sun 12 May 2019,"['4-2-2-2', '4-1-4-1']","[['Ben Foster', 'Goalkeeper', '2932'], ['Craig Cathcart', 'Defender', '3160'], ['José Holebas', 'Defender', '5713'], ['Christian Kabasele', 'Defender', '19605'], ['Kiko Femenía', 'Defender', '22546'], ['Roberto Pereyra', 'Midfielder', '11213'], ['Abdoulaye Doucouré', 'Midfielder', '13823'], ['Will Hughes', 'Midfielder', '8589'], ['Étienne Capoue', 'Midfielder', '4843'], ['Gerard Deulofeu', 'Forward', '4777'], ['Troy Deeney', 'Forward', '9947'], ['Lukasz Fabianski', 'Goalkeeper', '3309'], ['Ryan Fredericks', 'Defender', '3958'], ['Issa Diop', 'Defender', '49884'], ['Arthur Masuaku', 'Defender', '11284'], ['Fabián Balbuena', 'Defender', '32435'], ['Felipe Anderson', 'Midfielder', '6784'], ['Michail Antonio', 'Midfielder', '9595'], ['Mark Noble', 'Midfielder', '3014'], ['Manuel Lanzini', 'Midfielder', '13872'], ['Declan Rice', 'Midfielder', '15202'], ['Marko Arnautovic', 'Forward', '4823']]"
46605,"['Liverpool', 'Norwich']","['4', '1']","['4', '0']",Fri 9 Aug 2019,"['4-3-3', '4-2-3-1']","[['Alisson Becker', 'Goalkeeper', '20559'], ['Joe Gomez', 'Defender', '10651'], ['Andy Robertson', 'Defender', '10458'], ['Trent Alexander-Arnold', 'Defender', '14732'], ['Virgil van Dijk', 'Defender', '5140'], ['Georginio Wijnaldum', 'Midfielder', '7114'], ['Fabinho', 'Midfielder', '11247'], ['Jordan Henderson', 'Midfielder', '3712'], ['Roberto Firmino', 'Forward', '13511'], ['Mohamed Salah', 'Forward', '5178'], ['Divock Origi', 'Forward', '10465'], ['Tim Krul', 'Goalkeeper', '3169'], ['Max Aarons', 'Defender', '19970'], ['Ben Godfrey', 'Defender', '10968'], ['Jamal Lewis', 'Defender', '14938'], ['Grant Hanley', 'Defender', '3819'], ['Kenny McLean', 'Midfielder', '33061'], ['Tom Trybull', 'Midfielder', '24412'], ['Emiliano Buendía', 'Midfielder', '26408'], ['Todd Cantwell', 'Midfielder', '14944'], ['Marco Stiepermann', 'Midfielder', '23199'], ['Teemu Pukki', 'Forward', '5169']]"
46606,"['Bournemouth', 'Sheffield Utd']","['1', '1']","['0', '0']",Sat 10 Aug 2019,"['3-4-2-1', '3-5-2']","[['Aaron Ramsdale', 'Goalkeeper', '13703'], ['Nathan Aké', 'Defender', '4499'], ['Chris Mepham', 'Defender', '14063'], ['Steve Cook', 'Defender', '8045'], ['Diego Rico', 'Midfielder', '26076'], ['Philip Billing', 'Midfielder', '8882'], ['Adam Smith', 'Midfielder', '3512'], ['Jefferson Lerma', 'Midfielder', '37776'], ['Ryan Fraser', 'Forward', '8052'], ['Callum Wilson', 'Forward', '8454'], ['Joshua King', 'Forward', '3926'], ['Dean Henderson', 'Goalkeeper', '13988'], ['Chris Basham', 'Defender', '3581'], [""Jack O'Connell"", 'Defender', '9491'], ['John Egan', 'Defender', '4394'], ['Oliver Norwood', 'Midfielder', '3924'], ['Enda Stevens', 'Midfielder', '4258'], ['John Fleck', 'Midfielder', '8444'], ['John Lundstram', 'Midfielder', '4509'], ['George Baldock', 'Midfielder', '9169'], ['David McGoldrick', 'Forward', '2340'], ['Callum Robinson', 'Forward', '4725']]"
46607,"['Burnley', 'Southampton']","['3', '0']","['0', '0']",Sat 10 Aug 2019,"['4-4-2', '3-4-2-1']","[['Nick Pope', 'Goalkeeper', '10079'], ['James Tarkowski', 'Defender', '8143'], ['Erik Pieters', 'Defender', '4821'], ['Matthew Lowton', 'Defender', '4487'], ['Ben Mee', 'Defender', '3909'], ['Dwight McNeil', 'Midfielder', '24797'], ['Jack Cork', 'Midfielder', '2889'], ['Ashley Westwood', 'Midfielder', '4489'], ['Jóhann Gudmundsson', 'Midfielder', '6210'], ['Ashley Barnes', 'Forward', '8246'], ['Chris Wood', 'Forward', '3756'], ['Angus Gunn', 'Goalkeeper', '15269'], ['Jack Stephens', 'Defender', '4612'], ['Jan Bednarek', 'Defender', '19589'], ['Jannik Vestergaard', 'Defender', '20109'], ['James Ward-Prowse', 'Midfielder', '4617'], ['Yan Valery', 'Midfielder', '15011'], ['Oriol Romeu', 'Midfielder', '4286'], ['Ryan Bertrand', 'Midfielder', '2886'], ['Danny Ings', 'Forward', '8245'], ['Ché Adams', 'Forward', '10905'], ['Nathan Redmond', 'Forward', '3811']]"
