match,teams,score,ht_score,date,formations,players
75073,"['Brentford', 'Spurs']","['2', '2']","['1', '0']",Mon 26 Dec 2022,"['3-5-2', '3-4-3']","[['David Raya', 'Goalkeeper', '7975'], ['Ethan Pinnock', 'Defender', '22043'], ['Zanka', 'Defender', '7103'], ['Ben Mee', 'Defender', '3909'], ['Vitaly Janelt', 'Midfielder', '23194'], ['Mathias Jensen', 'Midfielder', '49726'], ['Mads Roerslev', 'Midfielder', '21297'], ['Christian Nørgaard', 'Midfielder', '42331'], ['Rico Henry', 'Midfielder', '10947'], ['Ivan Toney', 'Forward', '9246'], ['Bryan Mbeumo', 'Forward', '66360'], ['Fraser Forster', 'Goalkeeper', '3170'], ['Clément Lenglet', 'Defender', '21647'], ['Eric Dier', 'Defender', '4112'], ['Japhet Tanganga', 'Defender', '15116'], ['Pierre-Emile Højbjerg', 'Midfielder', '5272'], ['Ivan Perisic', 'Midfielder', '12901'], ['Yves Bissouma', 'Midfielder', '50245'], ['Matt Doherty', 'Midfielder', '4229'], ['Dejan Kulusevski', 'Forward', '49316'], ['Harry Kane', 'Forward', '3960'], ['Son Heung-Min', 'Forward', '4999']]"
75074,"['Chelsea', 'Bournemouth']","['2', '0']","['2', '0']",Tue 27 Dec 2022,"['4-3-3', '5-3-2']","[['Kepa', 'Goalkeeper', '11373'], ['Marc Cucurella', 'Defender', '27277'], ['Reece James', 'Defender', '14571'], ['Kalidou Koulibaly', 'Defender', '6709'], ['Thiago Silva', 'Defender', '5754'], ['Denis Zakaria', 'Midfielder', '20268'], ['Jorginho', 'Midfielder', '5682'], ['Mason Mount', 'Midfielder', '14580'], ['Raheem Sterling', 'Forward', '4316'], ['Christian Pulisic', 'Forward', '15559'], ['Kai Havertz', 'Forward', '20810'], ['Mark Travers', 'Goalkeeper', '50453'], ['Marcos Senesi', 'Defender', '54989'], ['Adam Smith', 'Defender', '3512'], ['Jordan Zemura', 'Defender', '49144'], ['Lloyd Kelly', 'Defender', '21585'], ['Jack Stacey', 'Defender', '10881'], ['Philip Billing', 'Midfielder', '8882'], ['Jefferson Lerma', 'Midfielder', '37776'], ['Lewis Cook', 'Midfielder', '10766'], ['Dominic Solanke', 'Forward', '10443'], ['Kieffer Moore', 'Forward', '10076']]"
75075,"['Crystal Palace', 'Fulham']","['0', '3']","['0', '1']",Mon 26 Dec 2022,"['4-3-3', '4-2-3-1']","[['Vicente Guaita', 'Goalkeeper', '7548'], ['Nathaniel Clyne', 'Defender', '4604'], ['Tyrick Mitchell', 'Defender', '24334'], ['Joachim Andersen', 'Defender', '26151'], ['James Tomkins', 'Defender', '3517'], ['Michael Olise', 'Midfielder', '32989'], ['Cheick Doucouré', 'Midfielder', '126670'], ['Jeffrey Schlupp', 'Midfielder', '8980'], ['Jordan Ayew', 'Forward', '5595'], ['Wilfried Zaha', 'Forward', '4539'], ['Eberechi Eze', 'Forward', '21584'], ['Bernd Leno', 'Goalkeeper', '4985'], ['Issa Diop', 'Defender', '49884'], ['Kenny Tete', 'Defender', '4880'], ['Antonee Robinson', 'Defender', '14624'], ['Tim Ream', 'Defender', '4276'], ['Harrison Reed', 'Midfielder', '4818'], ['Willian', 'Midfielder', '4748'], ['João Palhinha', 'Midfielder', '19858'], ['Bobby De Cordova-Reid', 'Midfielder', '8192'], ['Andreas Pereira', 'Midfielder', '10476'], ['Aleksandar Mitrovic', 'Forward', '5879']]"
75076,"['Everton', 'Wolves']","['1', '2']","['1', '1']",Mon 26 Dec 2022,"['4-3-3', '4-3-3']","[['Jordan Pickford', 'Goalkeeper', '4640'], ['Vitalii Mykolenko', 'Defender', '24983'], ['James Tarkowski', 'Defender', '8143'], ['Nathan Patterson', 'Defender', '74585'], ['Yerry Mina', 'Defender', '32923'], ['Idrissa Gueye', 'Midfielder', '12582'], ['Amadou Onana', 'Midfielder', '108096'], ['Alex Iwobi', 'Midfielder', '4717'], ['Dwight McNeil', 'Forward', '24797'], ['Neal Maupay', 'Forward', '16256'], ['Anthony Gordon', 'Forward', '23747'], ['José Sá', 'Goalkeeper', '15715'], ['Nathan Collins', 'Defender', '24659'], ['Maximilian Kilman', 'Defender', '13522'], ['Nélson Semedo', 'Defender', '16642'], ['Hugo Bueno', 'Defender', '66692'], ['Joe Hodge', 'Midfielder', '49269'], ['Rúben Neves', 'Midfielder', '11180'], ['João Moutinho', 'Midfielder', '11259'], ['Daniel Podence', 'Forward', '11362'], ['Hwang Hee-Chan', 'Forward', '20337'], ['Diego Costa', 'Forward', '4941']]"
75077,"['Leeds', 'Man City']","['1', '3']","['0', '1']",Wed 28 Dec 2022,"['4-3-3', '4-3-3']","[['Illan Meslier', 'Goalkeeper', '66378'], ['Liam Cooper', 'Defender', '3622'], ['Robin Koch', 'Defender', '26220'], ['Rasmus Kristensen', 'Defender', '15702'], ['Pascal Struijk', 'Defender', '33124'], ['Marc Roca', 'Midfielder', '22656'], ['Sam Greenwood', 'Midfielder', '23911'], ['Adam Forshaw', 'Midfielder', '3877'], ['Brenden Aaronson', 'Forward', '63289'], ['Rodrigo', 'Forward', '4095'], ['Wilfried Gnonto', 'Forward', '68676'], ['Ederson', 'Goalkeeper', '12707'], ['Rico Lewis', 'Defender', '99281'], ['Nathan Aké', 'Defender', '4499'], ['John Stones', 'Defender', '4505'], ['Manuel Akanji', 'Defender', '15656'], ['Rodri', 'Midfielder', '16286'], ['Ilkay Gündogan', 'Midfielder', '5101'], ['Kevin De Bruyne', 'Midfielder', '4288'], ['Jack Grealish', 'Forward', '4260'], ['Erling Haaland', 'Forward', '65970'], ['Riyad Mahrez', 'Forward', '8983']]"
75078,"['Leicester', 'Newcastle']","['0', '3']","['0', '3']",Mon 26 Dec 2022,"['4-2-3-1', '4-3-3']","[['Danny Ward', 'Goalkeeper', '4522'], ['Daniel Amartey', 'Defender', '12306'], ['Luke Thomas', 'Defender', '23796'], ['Timothy Castagne', 'Defender', '6712'], ['Wout Faes', 'Defender', '20566'], ['Kiernan Dewsbury-Hall', 'Midfielder', '14706'], ['Dennis Praet', 'Midfielder', '5860'], ['Boubakary Soumaré', 'Midfielder', '50247'], ['Youri Tielemans', 'Midfielder', '5865'], ['Harvey Barnes', 'Midfielder', '14716'], ['Patson Daka', 'Forward', '24994'], ['Nick Pope', 'Goalkeeper', '10079'], ['Kieran Trippier', 'Defender', '3905'], ['Dan Burn', 'Defender', '8707'], ['Fabian Schär', 'Defender', '5220'], ['Sven Botman', 'Defender', '49908'], ['Sean Longstaff', 'Midfielder', '14897'], ['Joe Willock', 'Midfielder', '14446'], ['Bruno Guimarães', 'Midfielder', '74761'], ['Joelinton', 'Forward', '20607'], ['Chris Wood', 'Forward', '3756'], ['Miguel Almirón', 'Forward', '54312']]"
75079,"['Man Utd', ""Nott'm Forest""]","['3', '0']","['2', '0']",Tue 27 Dec 2022,"['4-2-3-1', '4-3-3']","[['David de Gea', 'Goalkeeper', '4330'], ['Raphaël Varane', 'Defender', '5782'], ['Aaron Wan-Bissaka', 'Defender', '14164'], ['Luke Shaw', 'Defender', '4608'], ['Tyrell Malacia', 'Defender', '23581'], ['Casemiro', 'Midfielder', '5793'], ['Marcus Rashford', 'Midfielder', '13565'], ['Antony', 'Midfielder', '75381'], ['Bruno Fernandes', 'Midfielder', '23396'], ['Christian Eriksen', 'Midfielder', '4845'], ['Anthony Martial', 'Forward', '11272'], ['Wayne Hennessey', 'Goalkeeper', '2569'], ['Willy-Arnaud Boly', 'Defender', '16204'], ['Sèrge Aurier', 'Defender', '11293'], ['Renan Lodi', 'Defender', '65999'], ['Joe Worrall', 'Defender', '13622'], ['Orel Mangala', 'Midfielder', '49738'], ['Ryan Yates', 'Midfielder', '14238'], ['Remo Freuler', 'Midfielder', '22624'], ['Brennan Johnson', 'Forward', '49374'], ['Jesse Lingard', 'Forward', '4337'], ['Taiwo Awoniyi', 'Forward', '15340']]"
75080,"['Southampton', 'Brighton']","['1', '3']","['0', '2']",Mon 26 Dec 2022,"['4-2-3-1', '4-2-3-1']","[['Gavin Bazunu', 'Goalkeeper', '63840'], ['Romain Perraud', 'Defender', '21495'], ['Mohammed Salisu', 'Defender', '51775'], ['Kyle Walker-Peters', 'Defender', '13815'], ['Lyanco', 'Defender', '49961'], ['Samuel Edozie', 'Midfielder', '66658'], ['Mohamed Elyounoussi', 'Midfielder', '15967'], ['James Ward-Prowse', 'Midfielder', '4617'], ['Ibrahima Diallo', 'Midfielder', '49610'], ['Moussa Djenepo', 'Midfielder', '52153'], ['Ché Adams', 'Forward', '10905'], ['Robert Sánchez', 'Goalkeeper', '14538'], ['Pervis Estupiñán', 'Defender', '31904'], ['Levi Colwill', 'Defender', '51229'], ['Lewis Dunk', 'Defender', '8163'], ['Joël Veltman', 'Defender', '4874'], ['Solly March', 'Midfielder', '8171'], ['Kaoru Mitoma', 'Midfielder', '117732'], ['Pascal Groß', 'Midfielder', '22542'], ['Adam Lallana', 'Midfielder', '4618'], ['Moisés Caicedo', 'Midfielder', '112203'], ['Leandro Trossard', 'Forward', '20486']]"
75081,"['Bournemouth', 'Crystal Palace']","['0', '2']","['0', '2']",Sat 31 Dec 2022,"['4-4-2', '4-2-3-1']","[['Mark Travers', 'Goalkeeper', '50453'], ['Lloyd Kelly', 'Defender', '21585'], ['Adam Smith', 'Defender', '3512'], ['Marcos Senesi', 'Defender', '54989'], ['Jordan Zemura', 'Defender', '49144'], ['Lewis Cook', 'Midfielder', '10766'], ['Jaidon Anthony', 'Midfielder', '50460'], ['Jefferson Lerma', 'Midfielder', '37776'], ['Philip Billing', 'Midfielder', '8882'], ['Kieffer Moore', 'Forward', '10076'], ['Dominic Solanke', 'Forward', '10443'], ['Vicente Guaita', 'Goalkeeper', '7548'], ['Nathaniel Clyne', 'Defender', '4604'], ['Joel Ward', 'Defender', '3929'], ['Joachim Andersen', 'Defender', '26151'], ['Marc Guéhi', 'Defender', '14569'], ['Eberechi Eze', 'Midfielder', '21584'], ['Cheick Doucouré', 'Midfielder', '126670'], ['Wilfried Zaha', 'Midfielder', '4539'], ['Michael Olise', 'Midfielder', '32989'], ['Jeffrey Schlupp', 'Midfielder', '8980'], ['Jordan Ayew', 'Forward', '5595']]"
75082,"['Brighton', 'Arsenal']","['2', '4']","['0', '2']",Sat 31 Dec 2022,"['4-2-3-1', '4-3-3']","[['Robert Sánchez', 'Goalkeeper', '14538'], ['Levi Colwill', 'Defender', '51229'], ['Tariq Lamptey', 'Defender', '23704'], ['Lewis Dunk', 'Defender', '8163'], ['Pervis Estupiñán', 'Defender', '31904'], ['Adam Lallana', 'Midfielder', '4618'], ['Billy Gilmour', 'Midfielder', '24221'], ['Solly March', 'Midfielder', '8171'], ['Kaoru Mitoma', 'Midfielder', '117732'], ['Pascal Groß', 'Midfielder', '22542'], ['Leandro Trossard', 'Forward', '20486'], ['Aaron Ramsdale', 'Goalkeeper', '13703'], ['Ben White', 'Defender', '14548'], ['Oleksandr Zinchenko', 'Defender', '19620'], ['William Saliba', 'Defender', '66204'], ['Gabriel Magalhães', 'Defender', '50234'], ['Martin Ødegaard', 'Midfielder', '11419'], ['Granit Xhaka', 'Midfielder', '12136'], ['Thomas Partey', 'Midfielder', '4936'], ['Gabriel Martinelli', 'Forward', '66104'], ['Bukayo Saka', 'Forward', '49481'], ['Eddie Nketiah', 'Forward', '14451']]"
75083,"['Fulham', 'Southampton']","['2', '1']","['1', '0']",Sat 31 Dec 2022,"['4-2-3-1', '3-4-2-1']","[['Bernd Leno', 'Goalkeeper', '4985'], ['Kenny Tete', 'Defender', '4880'], ['Issa Diop', 'Defender', '49884'], ['Tim Ream', 'Defender', '4276'], ['Antonee Robinson', 'Defender', '14624'], ['Andreas Pereira', 'Midfielder', '10476'], ['Harrison Reed', 'Midfielder', '4818'], ['Bobby De Cordova-Reid', 'Midfielder', '8192'], ['Willian', 'Midfielder', '4748'], ['João Palhinha', 'Midfielder', '19858'], ['Aleksandar Mitrovic', 'Forward', '5879'], ['Gavin Bazunu', 'Goalkeeper', '63840'], ['Armel Bella-Kotchap', 'Defender', '108325'], ['Mohammed Salisu', 'Defender', '51775'], ['Lyanco', 'Defender', '49961'], ['James Ward-Prowse', 'Midfielder', '4617'], ['Mohamed Elyounoussi', 'Midfielder', '15967'], ['Ainsley Maitland-Niles', 'Midfielder', '10428'], ['Kyle Walker-Peters', 'Midfielder', '13815'], ['Joe Aribo', 'Forward', '13956'], ['Samuel Edozie', 'Forward', '66658'], ['Ché Adams', 'Forward', '10905']]"
75084,"['Liverpool', 'Leicester']","['2', '1']","['2', '1']",Fri 30 Dec 2022,"['4-3-3', '4-2-3-1']","[['Alisson Becker', 'Goalkeeper', '20559'], ['Trent Alexander-Arnold', 'Defender', '14732'], ['Virgil van Dijk', 'Defender', '5140'], ['Andy Robertson', 'Defender', '10458'], ['Joël Matip', 'Defender', '5375'], ['Harvey Elliott', 'Midfielder', '33185'], ['Thiago Alcântara', 'Midfielder', '5264'], ['Jordan Henderson', 'Midfielder', '3712'], ['Mohamed Salah', 'Forward', '5178'], ['Darwin Núñez', 'Forward', '70287'], ['Alex Oxlade-Chamberlain', 'Forward', '4252'], ['Danny Ward', 'Goalkeeper', '4522'], ['Luke Thomas', 'Defender', '23796'], ['Daniel Amartey', 'Defender', '12306'], ['Timothy Castagne', 'Defender', '6712'], ['Wout Faes', 'Defender', '20566'], ['Wilfred Ndidi', 'Midfielder', '20479'], ['Ayoze Pérez', 'Midfielder', '10487'], ['Harvey Barnes', 'Midfielder', '14716'], ['Kiernan Dewsbury-Hall', 'Midfielder', '14706'], ['Boubakary Soumaré', 'Midfielder', '50247'], ['Patson Daka', 'Forward', '24994']]"
75085,"['Man City', 'Everton']","['1', '1']","['1', '0']",Sat 31 Dec 2022,"['4-3-3', '5-3-2']","[['Ederson', 'Goalkeeper', '12707'], ['Rico Lewis', 'Defender', '99281'], ['Nathan Aké', 'Defender', '4499'], ['John Stones', 'Defender', '4505'], ['Manuel Akanji', 'Defender', '15656'], ['Kevin De Bruyne', 'Midfielder', '4288'], ['Bernardo Silva', 'Midfielder', '5067'], ['Rodri', 'Midfielder', '16286'], ['Erling Haaland', 'Forward', '65970'], ['Jack Grealish', 'Forward', '4260'], ['Riyad Mahrez', 'Forward', '8983'], ['Jordan Pickford', 'Goalkeeper', '4640'], ['Ben Godfrey', 'Defender', '10968'], ['Vitalii Mykolenko', 'Defender', '24983'], ['Conor Coady', 'Defender', '4136'], ['James Tarkowski', 'Defender', '8143'], ['Nathan Patterson', 'Defender', '74585'], ['Idrissa Gueye', 'Midfielder', '12582'], ['Amadou Onana', 'Midfielder', '108096'], ['Alex Iwobi', 'Midfielder', '4717'], ['Demarai Gray', 'Forward', '7946'], ['Dominic Calvert-Lewin', 'Forward', '9576']]"
75086,"['Newcastle', 'Leeds']","['0', '0']","['0', '0']",Sat 31 Dec 2022,"['4-3-3', '4-2-3-1']","[['Nick Pope', 'Goalkeeper', '10079'], ['Sven Botman', 'Defender', '49908'], ['Fabian Schär', 'Defender', '5220'], ['Kieran Trippier', 'Defender', '3905'], ['Dan Burn', 'Defender', '8707'], ['Bruno Guimarães', 'Midfielder', '74761'], ['Joe Willock', 'Midfielder', '14446'], ['Sean Longstaff', 'Midfielder', '14897'], ['Chris Wood', 'Forward', '3756'], ['Joelinton', 'Forward', '20607'], ['Miguel Almirón', 'Forward', '54312'], ['Illan Meslier', 'Goalkeeper', '66378'], ['Pascal Struijk', 'Defender', '33124'], ['Luke Ayling', 'Defender', '3314'], ['Robin Koch', 'Defender', '26220'], ['Liam Cooper', 'Defender', '3622'], ['Adam Forshaw', 'Midfielder', '3877'], ['Wilfried Gnonto', 'Midfielder', '68676'], ['Brenden Aaronson', 'Midfielder', '63289'], ['Tyler Adams', 'Midfielder', '42894'], ['Jack Harrison', 'Midfielder', '33135'], ['Rodrigo', 'Forward', '4095']]"
75087,"[""Nott'm Forest"", 'Chelsea']","['1', '1']","['0', '1']",Sun 1 Jan 2023,"['4-3-3', '4-3-3']","[['Dean Henderson', 'Goalkeeper', '13988'], ['Sèrge Aurier', 'Defender', '11293'], ['Willy-Arnaud Boly', 'Defender', '16204'], ['Renan Lodi', 'Defender', '65999'], ['Joe Worrall', 'Defender', '13622'], ['Remo Freuler', 'Midfielder', '22624'], ['Ryan Yates', 'Midfielder', '14238'], ['Orel Mangala', 'Midfielder', '49738'], ['Morgan Gibbs-White', 'Forward', '15259'], ['Taiwo Awoniyi', 'Forward', '15340'], ['Brennan Johnson', 'Forward', '49374'], ['Kepa', 'Goalkeeper', '11373'], ['Kalidou Koulibaly', 'Defender', '6709'], ['Thiago Silva', 'Defender', '5754'], ['Marc Cucurella', 'Defender', '27277'], ['César Azpilicueta', 'Defender', '4496'], ['Jorginho', 'Midfielder', '5682'], ['Denis Zakaria', 'Midfielder', '20268'], ['Mason Mount', 'Midfielder', '14580'], ['Kai Havertz', 'Forward', '20810'], ['Christian Pulisic', 'Forward', '15559'], ['Raheem Sterling', 'Forward', '4316']]"
75088,"['Spurs', 'Aston Villa']","['0', '2']","['0', '0']",Sun 1 Jan 2023,"['3-4-3', '4-4-2']","[['Hugo Lloris', 'Goalkeeper', '4664'], ['Clément Lenglet', 'Defender', '21647'], ['Ben Davies', 'Defender', '4408'], ['Cristian Romero', 'Defender', '66635'], ['Yves Bissouma', 'Midfielder', '50245'], ['Ivan Perisic', 'Midfielder', '12901'], ['Matt Doherty', 'Midfielder', '4229'], ['Pierre-Emile Højbjerg', 'Midfielder', '5272'], ['Son Heung-Min', 'Forward', '4999'], ['Bryan Gil', 'Forward', '55700'], ['Harry Kane', 'Forward', '3960'], ['Robin Olsen', 'Goalkeeper', '11224'], ['Ezri Konsa', 'Defender', '13274'], ['Tyrone Mings', 'Defender', '8900'], ['Ashley Young', 'Defender', '3062'], ['Lucas Digne', 'Defender', '5758'], ['Emiliano Buendía', 'Midfielder', '26408'], ['John McGinn', 'Midfielder', '51423'], ['Douglas Luiz', 'Midfielder', '24626'], ['Boubacar Kamara', 'Midfielder', '25067'], ['Leon Bailey', 'Forward', '20489'], ['Ollie Watkins', 'Forward', '8658']]"
75089,"['West Ham', 'Brentford']","['0', '2']","['0', '2']",Fri 30 Dec 2022,"['3-4-2-1', '3-5-2']","[['Lukasz Fabianski', 'Goalkeeper', '3309'], ['Craig Dawson', 'Defender', '4198'], ['Angelo Ogbonna', 'Defender', '5514'], ['Aaron Cresswell', 'Defender', '8897'], ['Emerson', 'Midfielder', '16803'], ['Vladimír Coufal', 'Midfielder', '7336'], ['Declan Rice', 'Midfielder', '15202'], ['Lucas Paquetá', 'Midfielder', '55776'], ['Jarrod Bowen', 'Forward', '8868'], ['Saïd Benrahma', 'Forward', '20517'], ['Gianluca Scamacca', 'Forward', '11434'], ['David Raya', 'Goalkeeper', '7975'], ['Ethan Pinnock', 'Defender', '22043'], ['Ben Mee', 'Defender', '3909'], ['Zanka', 'Defender', '7103'], ['Mathias Jensen', 'Midfielder', '49726'], ['Mads Roerslev', 'Midfielder', '21297'], ['Christian Nørgaard', 'Midfielder', '42331'], ['Rico Henry', 'Midfielder', '10947'], ['Josh Dasilva', 'Midfielder', '14457'], ['Ivan Toney', 'Forward', '9246'], ['Bryan Mbeumo', 'Forward', '66360']]"
75090,"['Wolves', 'Man Utd']","['0', '1']","['0', '0']",Sat 31 Dec 2022,"['4-2-3-1', '4-2-3-1']","[['José Sá', 'Goalkeeper', '15715'], ['Maximilian Kilman', 'Defender', '13522'], ['Hugo Bueno', 'Defender', '66692'], ['Nathan Collins', 'Defender', '24659'], ['Nélson Semedo', 'Defender', '16642'], ['João Moutinho', 'Midfielder', '11259'], ['Hwang Hee-Chan', 'Midfielder', '20337'], ['Daniel Podence', 'Midfielder', '11362'], ['Rúben Neves', 'Midfielder', '11180'], ['Matheus Nunes', 'Midfielder', '76204'], ['Diego Costa', 'Forward', '4941'], ['David de Gea', 'Goalkeeper', '4330'], ['Raphaël Varane', 'Defender', '5782'], ['Aaron Wan-Bissaka', 'Defender', '14164'], ['Tyrell Malacia', 'Defender', '23581'], ['Luke Shaw', 'Defender', '4608'], ['Bruno Fernandes', 'Midfielder', '23396'], ['Alejandro Garnacho', 'Midfielder', '68987'], ['Christian Eriksen', 'Midfielder', '4845'], ['Antony', 'Midfielder', '75381'], ['Casemiro', 'Midfielder', '5793'], ['Anthony Martial', 'Forward', '11272']]"
75091,"['Arsenal', 'Newcastle']","['0', '0']","['0', '0']",Tue 3 Jan 2023,"['4-3-3', '4-3-3']","[['Aaron Ramsdale', 'Goalkeeper', '13703'], ['Oleksandr Zinchenko', 'Defender', '19620'], ['William Saliba', 'Defender', '66204'], ['Ben White', 'Defender', '14548'], ['Gabriel Magalhães', 'Defender', '50234'], ['Thomas Partey', 'Midfielder', '4936'], ['Granit Xhaka', 'Midfielder', '12136'], ['Martin Ødegaard', 'Midfielder', '11419'], ['Gabriel Martinelli', 'Forward', '66104'], ['Eddie Nketiah', 'Forward', '14451'], ['Bukayo Saka', 'Forward', '49481'], ['Nick Pope', 'Goalkeeper', '10079'], ['Fabian Schär', 'Defender', '5220'], ['Dan Burn', 'Defender', '8707'], ['Sven Botman', 'Defender', '49908'], ['Kieran Trippier', 'Defender', '3905'], ['Bruno Guimarães', 'Midfielder', '74761'], ['Joe Willock', 'Midfielder', '14446'], ['Sean Longstaff', 'Midfielder', '14897'], ['Joelinton', 'Forward', '20607'], ['Callum Wilson', 'Forward', '8454'], ['Miguel Almirón', 'Forward', '54312']]"
75092,"['Aston Villa', 'Wolves']","['1', '1']","['0', '1']",Wed 4 Jan 2023,"['4-4-2', '4-2-3-1']","[['Emiliano Martínez', 'Goalkeeper', '4245'], ['Lucas Digne', 'Defender', '5758'], ['Ezri Konsa', 'Defender', '13274'], ['Ashley Young', 'Defender', '3062'], ['Tyrone Mings', 'Defender', '8900'], ['Emiliano Buendía', 'Midfielder', '26408'], ['Matty Cash', 'Midfielder', '13344'], ['Douglas Luiz', 'Midfielder', '24626'], ['Boubacar Kamara', 'Midfielder', '25067'], ['Leon Bailey', 'Forward', '20489'], ['Ollie Watkins', 'Forward', '8658'], ['José Sá', 'Goalkeeper', '15715'], ['Nathan Collins', 'Defender', '24659'], ['Maximilian Kilman', 'Defender', '13522'], ['Hugo Bueno', 'Defender', '66692'], ['Nélson Semedo', 'Defender', '16642'], ['Rúben Neves', 'Midfielder', '11180'], ['Hwang Hee-Chan', 'Midfielder', '20337'], ['Daniel Podence', 'Midfielder', '11362'], ['Matheus Nunes', 'Midfielder', '76204'], ['João Moutinho', 'Midfielder', '11259'], ['Diego Costa', 'Forward', '4941']]"
75093,"['Brentford', 'Liverpool']","['3', '1']","['2', '0']",Mon 2 Jan 2023,"['3-5-2', '4-3-3']","[['David Raya', 'Goalkeeper', '7975'], ['Zanka', 'Defender', '7103'], ['Ethan Pinnock', 'Defender', '22043'], ['Ben Mee', 'Defender', '3909'], ['Mads Roerslev', 'Midfielder', '21297'], ['Mathias Jensen', 'Midfielder', '49726'], ['Rico Henry', 'Midfielder', '10947'], ['Christian Nørgaard', 'Midfielder', '42331'], ['Vitaly Janelt', 'Midfielder', '23194'], ['Yoane Wissa', 'Forward', '117497'], ['Bryan Mbeumo', 'Forward', '66360'], ['Alisson Becker', 'Goalkeeper', '20559'], ['Trent Alexander-Arnold', 'Defender', '14732'], ['Kostas Tsimikas', 'Defender', '16006'], ['Ibrahima Konaté', 'Defender', '23593'], ['Virgil van Dijk', 'Defender', '5140'], ['Thiago Alcântara', 'Midfielder', '5264'], ['Harvey Elliott', 'Midfielder', '33185'], ['Fabinho', 'Midfielder', '11247'], ['Alex Oxlade-Chamberlain', 'Forward', '4252'], ['Mohamed Salah', 'Forward', '5178'], ['Darwin Núñez', 'Forward', '70287']]"
75094,"['Chelsea', 'Man City']","['0', '1']","['0', '0']",Thu 5 Jan 2023,"['4-2-3-1', '']","[['Kepa', 'Goalkeeper', '11373'], ['Kalidou Koulibaly', 'Defender', '6709'], ['Thiago Silva', 'Defender', '5754'], ['César Azpilicueta', 'Defender', '4496'], ['Marc Cucurella', 'Defender', '27277'], ['Denis Zakaria', 'Midfielder', '20268'], ['Hakim Ziyech', 'Midfielder', '20750'], ['Mateo Kovacic', 'Midfielder', '12520'], ['Raheem Sterling', 'Midfielder', '4316'], ['Christian Pulisic', 'Midfielder', '15559'], ['Kai Havertz', 'Forward', '20810'], ['Ederson', 'Goalkeeper', '12707'], ['Nathan Aké', 'Defender', '4499'], ['John Stones', 'Defender', '4505'], ['Kyle Walker', 'Defender', '3955'], ['Bernardo Silva', 'Midfielder', '5067'], ['Kevin De Bruyne', 'Midfielder', '4288'], ['Rodri', 'Midfielder', '16286'], ['Ilkay Gündogan', 'Midfielder', '5101'], ['João Cancelo', 'Forward', '5051'], ['Erling Haaland', 'Forward', '65970'], ['Phil Foden', 'Forward', '14805']]"
75095,"['Crystal Palace', 'Spurs']","['0', '4']","['0', '0']",Wed 4 Jan 2023,"['4-2-3-1', '3-4-2-1']","[['Vicente Guaita', 'Goalkeeper', '7548'], ['Marc Guéhi', 'Defender', '14569'], ['Joachim Andersen', 'Defender', '26151'], ['Nathaniel Clyne', 'Defender', '4604'], ['Joel Ward', 'Defender', '3929'], ['Jeffrey Schlupp', 'Midfielder', '8980'], ['Cheick Doucouré', 'Midfielder', '126670'], ['Eberechi Eze', 'Midfielder', '21584'], ['Michael Olise', 'Midfielder', '32989'], ['Wilfried Zaha', 'Midfielder', '4539'], ['Jordan Ayew', 'Forward', '5595'], ['Hugo Lloris', 'Goalkeeper', '4664'], ['Clément Lenglet', 'Defender', '21647'], ['Cristian Romero', 'Defender', '66635'], ['Eric Dier', 'Defender', '4112'], ['Oliver Skipp', 'Midfielder', '21413'], ['Pierre-Emile Højbjerg', 'Midfielder', '5272'], ['Matt Doherty', 'Midfielder', '4229'], ['Ivan Perisic', 'Midfielder', '12901'], ['Son Heung-Min', 'Forward', '4999'], ['Harry Kane', 'Forward', '3960'], ['Bryan Gil', 'Forward', '55700']]"
75096,"['Everton', 'Brighton']","['1', '4']","['0', '1']",Tue 3 Jan 2023,"['4-3-3', '4-2-3-1']","[['Jordan Pickford', 'Goalkeeper', '4640'], ['James Tarkowski', 'Defender', '8143'], ['Nathan Patterson', 'Defender', '74585'], ['Vitalii Mykolenko', 'Defender', '24983'], ['Conor Coady', 'Defender', '4136'], ['Tom Davies', 'Midfielder', '13389'], ['Alex Iwobi', 'Midfielder', '4717'], ['Idrissa Gueye', 'Midfielder', '12582'], ['Dominic Calvert-Lewin', 'Forward', '9576'], ['Demarai Gray', 'Forward', '7946'], ['Dwight McNeil', 'Forward', '24797'], ['Robert Sánchez', 'Goalkeeper', '14538'], ['Pervis Estupiñán', 'Defender', '31904'], ['Lewis Dunk', 'Defender', '8163'], ['Joël Veltman', 'Defender', '4874'], ['Levi Colwill', 'Defender', '51229'], ['Kaoru Mitoma', 'Midfielder', '117732'], ['Jeremy Sarmiento', 'Midfielder', '68857'], ['Solly March', 'Midfielder', '8171'], ['Pascal Groß', 'Midfielder', '22542'], ['Moisés Caicedo', 'Midfielder', '112203'], ['Evan Ferguson', 'Forward', '71590']]"
